Season,S. No.,Home \ Away,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Position,Played,Won,Draw,Lost
2006-07,14,Real Madrid,2–1,1–1,2–0,0–0,1–2,3–1,4–3,1–1,0–1,3–1,2–0,2–0,3–1,,2–0,0–3,3–2,2–1,0–0,1–0,,,1,38,23,7,8
2006-07,15,Real Sociedad,0–2,2–0,0–2,0–0,3–1,0–1,1–1,0–0,1–0,3–1,3–2,2–1,0–0,1–2,,2–3,1–3,0–1,0–1,1–3,,,19,38,8,11,19
2006-07,16,Recreativo,0–0,1–0,0–4,2–0,4–2,1–1,0–1,1–2,0–1,1–1,2–1,2–0,4–2,2–3,1–0,,1–3,2–0,2–1,1–1,,,8,38,15,9,14
2006-07,17,Sevilla,4–1,3–1,2–1,3–2,2–0,4–0,3–1,1–0,4–0,1–2,2–1,2–0,0–0,2–1,0–0,2–1,,3–0,0–1,3–1,,,3,38,21,8,9
2006-07,18,Valencia,1–1,3–1,2–1,2–1,1–0,4–0,3–2,2–0,3–0,3–1,4–0,1–0,0–2,0–1,3–3,2–0,2–0,,2–3,2–0,,,4,38,20,6,12
2006-07,19,Villarreal,3–1,0–1,2–0,3–2,1–0,0–2,0–0,1–0,1–1,2–1,2–0,1–4,2–1,1–0,1–1,0–1,0–0,0–1,,3–2,,,5,38,18,8,12
2006-07,20,Zaragoza,4–3,1–0,1–0,2–1,2–0,1–1,3–0,3–1,2–2,2–0,3–0,1–2,0–0,2–2,3–2,0–0,2–1,0–1,1–0,,,,6,38,16,12,10
2005-06,1,Athletic Bilbao,,1–1,3–1,2–0,1–0,1–1,0–2,1–2,1–1,1–0,1–2,1–1,1–0,0–0,0–2,3–0,0–1,0–3,1–1,1–0,,,18,38,9,12,17
2005-06,2,Atlético Madrid,1–0,,2–1,1–1,3–0,0–3,1–1,3–2,1–1,0–1,5–0,0–1,0–1,2–1,0–3,1–0,0–1,0–0,1–1,0–0,,,12,38,11,12,15
2005-06,3,Barcelona,2–1,1–3,,5–1,1–0,2–0,2–0,3–2,2–0,3–1,2–0,2–0,3–0,4–1,1–1,5–0,2–1,2–2,1–0,2–2,,,10,38,13,13,12
2005-06,4,Betis,1–0,1–1,1–4,,1–1,0–2,3–0,0–1,0–0,1–0,1–1,2–1,1–0,1–0,0–2,2–0,2–1,0–2,2–3,0–0,,,1,38,25,7,6
2005-06,5,Cádiz,1–1,1–0,1–3,1–1,,1–1,0–0,1–1,2–0,1–0,5–0,1–2,1–3,1–1,1–2,2–2,0–4,0–1,1–1,1–2,,,14,38,10,12,16
2005-06,6,Celta de Vigo,2–1,0–1,0–1,2–1,2–0,,2–1,0–3,1–0,1–0,2–0,2–0,2–0,0–1,1–2,1–0,2–1,0–1,1–0,4–0,,,19,38,8,12,18
2005-06,7,Alavés,0–1,0–0,0–0,2–0,0–0,1–0,,1–0,1–1,3–4,3–2,0–3,1–2,2–2,0–3,3–1,2–1,0–1,1–1,0–2,,,6,38,20,4,14
2005-06,8,Deportivo La Coruña,1–0,1–2,3–3,1–1,1–0,0–2,0–2,,1–2,1–0,2–1,2–2,0–1,2–0,3–1,0–1,0–0,0–1,0–2,1–1,,,8,38,15,10,13
2005-06,9,Espanyol,1–1,1–1,1–2,2–0,0–2,2–0,0–0,1–2,,0–2,3–1,2–0,2–4,0–2,1–0,1–0,5–0,1–3,1–2,2–2,,,15,38,10,11,17
2005-06,10,Getafe,0–3,1–1,1–3,1–0,3–1,1–1,2–2,1–2,5–0,,3–2,1–1,0–0,1–2,1–1,2–1,1–0,2–1,1–1,5–2,,,9,38,15,9,14
2005-06,11,Málaga,2–1,0–2,0–0,5–0,0–2,0–2,0–0,1–1,1–2,1–2,,0–2,1–2,2–3,0–2,3–1,0–2,0–0,0–0,0–1,,,20,38,5,9,24
2005-06,12,Mallorca,2–2,0–1,0–3,1–1,1–0,1–0,0–0,0–1,0–0,1–1,1–4,,0–1,0–0,2–1,5–2,1–1,2–1,1–1,3–1,,,13,38,10,13,15
2005-06,13,Osasuna,2–1,3–2,2–1,0–2,2–0,2–0,3–2,1–2,2–0,0–4,1–1,1–0,,1–1,0–1,2–0,1–0,2–1,2–1,1–1,,,4,38,21,5,12
2005-06,14,Racing Santander,0–1,0–1,2–2,1–1,0–1,0–1,1–2,0–3,1–0,1–3,1–1,0–0,2–1,,2–3,2–2,2–3,2–1,1–0,0–0,,,17,38,9,13,16
2005-06,15,Real Madrid,2–1,3–1,0–3,0–0,3–1,2–3,3–0,4–0,4–0,1–0,2–1,4–0,1–1,1–2,,1–1,4–2,1–2,3–3,1–0,,,2,38,20,10,8
